name,street,city,visit,infractions
Wiseguyz Chipwagon,9205 Hwy 17E,Bruce Mines,2015-07-07,Thermometers used to verify food preparation and storage temperatures;
Wok Express,44  Great Northern Road,Sault Ste. Marie,2017-07-25,"Floors, walls, and ceilings clean and in good repair"
Wok Express,44  Great Northern Road,Sault Ste. Marie,2017-07-25,Food protected from potential contamination and adulteration
Wok Express,44  Great Northern Road,Sault Ste. Marie,2017-07-25,General housekeeping is satisfactory
Wok Express,44  Great Northern Road,Sault Ste. Marie,2017-07-25,No condemnation / seizure required
Wok Express,44  Great Northern Road,Sault Ste. Marie,2017-07-25,Food is cooled from 20°C (68°F) to 4°C (40°F) within 4 hours
Wok Express,44  Great Northern Road,Sault Ste. Marie,2017-07-25,Food is cooled from 60°C (140°F) to 20°C (68°F) within 2 hours
Wok Express,44  Great Northern Road,Sault Ste. Marie,2017-07-25,Food is held at 4°C (40°F) or less
Wok Express,44  Great Northern Road,Sault Ste. Marie,2017-07-25,"Manual dishwashing: Wash, rinse, sanitize technique"
Wok Express,44  Great Northern Road,Sault Ste. Marie,2017-07-25,Separate hand washing basin provided for food handlers
Wok Express,44  Great Northern Road,Sault Ste. Marie,2017-07-25,The premises is operated and maintained free from every condition that may be a health hazard
Wok Express,44  Great Northern Road,Sault Ste. Marie,2017-04-25,No infractions found at the time of inspection
Wok Express,44  Great Northern Road,Sault Ste. Marie,2017-04-25,No infractions found at the time of inspection
Wok Express,44  Great Northern Road,Sault Ste. Marie,2016-12-07,No infractions found at the time of inspection
Wok Express,44  Great Northern Road,Sault Ste. Marie,2016-12-07,No infractions found at the time of inspection
Woking Chopstix,293 Bay Street,Sault Ste. Marie,2017-11-23,Food is held at 4°C (40°F) or less
Woking Chopstix,293 Bay Street,Sault Ste. Marie,2017-11-23,Thermometers used to verify food preparation and storage temperatures;
Woking Chopstix,293 Bay Street,Sault Ste. Marie,2017-11-23,No condemnation / seizure required
Woking Chopstix,293 Bay Street,Sault Ste. Marie,2017-02-13,No infractions found at the time of inspection
Woking Chopstix,293 Bay Street,Sault Ste. Marie,2017-02-13,No infractions found at the time of inspection
Woking Chopstix,293 Bay Street,Sault Ste. Marie,2016-09-06,No infractions found at the time of inspection
Woking Chopstix,293 Bay Street,Sault Ste. Marie,2016-09-06,No infractions found at the time of inspection
Women in Crisis,23  Oakland Avenue,Sault Ste. Marie,2017-10-19,No infractions found at the time of inspection
Women in Crisis,23  Oakland Avenue,Sault Ste. Marie,2017-10-19,No infractions found at the time of inspection
Women in Crisis,23  Oakland Avenue,Sault Ste. Marie,2017-06-07,No infractions found at the time of inspection
Women in Crisis,23  Oakland Avenue,Sault Ste. Marie,2017-06-07,No infractions found at the time of inspection
Women in Crisis,23  Oakland Avenue,Sault Ste. Marie,2016-11-21,No infractions found at the time of inspection
Women in Crisis,23  Oakland Avenue,Sault Ste. Marie,2016-11-21,No infractions found at the time of inspection
YMCA Child Care - Isabel Fletcher,599 Third Line,Sault Ste. Marie,2017-10-26,No infractions found at the time of inspection
YMCA Child Care - Isabel Fletcher,599 Third Line,Sault Ste. Marie,2017-10-26,No infractions found at the time of inspection
YMCA Child Care - Isabel Fletcher,599 Third Line,Sault Ste. Marie,2017-02-08,No infractions found at the time of inspection
YMCA Child Care - Isabel Fletcher,599 Third Line,Sault Ste. Marie,2017-02-08,No infractions found at the time of inspection
YMCA Child Care - Tarentorus,96 Northwood St,Sault Ste. Marie,2017-11-07,No infractions found at the time of inspection
YMCA Child Care - Tarentorus,96 Northwood St,Sault Ste. Marie,2017-11-07,No infractions found at the time of inspection
YMCA Child Care - Tarentorus,96 Northwood St,Sault Ste. Marie,2017-05-16,No infractions found at the time of inspection
YMCA Child Care - Tarentorus,96 Northwood St,Sault Ste. Marie,2017-05-16,No infractions found at the time of inspection
YMCA Child Care - Tarentorus,96 Northwood St,Sault Ste. Marie,2017-01-25,No infractions found at the time of inspection
YMCA Child Care - Tarentorus,96 Northwood St,Sault Ste. Marie,2017-01-25,No infractions found at the time of inspection
YMCA ChildCare,235 McNabb Street,Sault Ste. Marie,2017-10-16,No infractions found at the time of inspection
YMCA ChildCare,235 McNabb Street,Sault Ste. Marie,2017-10-16,No infractions found at the time of inspection
YMCA ChildCare,235 McNabb Street,Sault Ste. Marie,2017-06-26,No infractions found at the time of inspection
YMCA ChildCare,235 McNabb Street,Sault Ste. Marie,2017-06-26,No infractions found at the time of inspection
YMCA ChildCare,235 McNabb Street,Sault Ste. Marie,2017-02-10,No infractions found at the time of inspection
YMCA ChildCare,235 McNabb Street,Sault Ste. Marie,2017-02-10,Food contact surfaces washed / rinsed / sanitized after each use and following any operations when contamination may have occurred
Young's General Store Ice Cream Parlor,111  MISSION ROAD,Wawa,2015-10-20,No infractions found at the time of inspection
Young's General Store Ice Cream Parlor,111  MISSION ROAD,Wawa,2015-10-20,Thermometers used to verify food preparation and storage temperatures;
Young's General Store Ice Cream Parlor,111  MISSION ROAD,Wawa,2014-08-01,No infractions found at the time of inspection
Young's General Store Ice Cream Parlor,111  MISSION ROAD,Wawa,2014-08-01,No infractions found at the time of inspection
Young's General Store Ice Cream Parlor,111  MISSION ROAD,Wawa,2014-02-13,No infractions found at the time of inspection
Young's General Store Ice Cream Parlor,111  MISSION ROAD,Wawa,2014-02-13,No infractions found at the time of inspection
Airways General Store,2667  Second Line,Sault Ste. Marie,2017-10-10,Food protected from potential contamination and adulteration
Airways General Store,2667  Second Line,Sault Ste. Marie,2017-10-10,No infractions found at the time of inspection
Airways General Store,2667  Second Line,Sault Ste. Marie,2017-05-03,No infractions found at the time of inspection
Airways General Store,2667  Second Line,Sault Ste. Marie,2017-05-03,No infractions found at the time of inspection
Airways General Store,2667  Second Line,Sault Ste. Marie,2016-10-21,No infractions found at the time of inspection
Airways General Store,2667  Second Line,Sault Ste. Marie,2016-10-21,No infractions found at the time of inspection
AJ's Pizza,28 Broadway Avenue,Wawa,2017-01-03,No infractions found at the time of inspection
AJ's Pizza,28 Broadway Avenue,Wawa,2017-01-03,No infractions found at the time of inspection
AJ's Pizza,28 Broadway Avenue,Wawa,2016-11-30,No infractions found at the time of inspection
AJ's Pizza,28 Broadway Avenue,Wawa,2016-11-30,No infractions found at the time of inspection
AJ's Pizza,28 Broadway Avenue,Wawa,2015-09-24,No infractions found at the time of inspection
AJ's Pizza,28 Broadway Avenue,Wawa,2015-09-24,No infractions found at the time of inspection
Algoma Day Support,3 Ottawa St,Elliot Lake,2017-02-16,No infractions found at the time of inspection
Algoma Day Support,3 Ottawa St,Elliot Lake,2017-02-16,No infractions found at the time of inspection
Algoma Day Support,3 Ottawa St,Elliot Lake,2016-03-16,No infractions found at the time of inspection
Algoma Day Support,3 Ottawa St,Elliot Lake,2016-03-16,No infractions found at the time of inspection
Algoma Day Support,3 Ottawa St,Elliot Lake,2015-05-28,No infractions found at the time of inspection
Algoma Day Support,3 Ottawa St,Elliot Lake,2015-05-28,No infractions found at the time of inspection
Algoma Ice Cream,3245 Hwy 17 B,Echo Bay,2017-07-31,Manual dishwashing provided
Algoma Ice Cream,3245 Hwy 17 B,Echo Bay,2017-07-31,No infractions found at the time of inspection
Algoma Ice Man,285 Wlson,Sault Ste. Marie,2016-10-21,No infractions found at the time of inspection
Algoma Ice Man,285 Wlson,Sault Ste. Marie,2016-10-21,No infractions found at the time of inspection
17 Restaurant,2 Woodward Ave.,Blind River,2017-11-16,No infractions found at the time of inspection
17 Restaurant,2 Woodward Ave.,Blind River,2017-11-16,No infractions found at the time of inspection
17 Restaurant,2 Woodward Ave.,Blind River,2017-08-02,No infractions found at the time of inspection
17 Restaurant,2 Woodward Ave.,Blind River,2017-08-02,Food is held at 4°C (40°F) or less
17 Restaurant,2 Woodward Ave.,Blind River,2017-02-28,No infractions found at the time of inspection
17 Restaurant,2 Woodward Ave.,Blind River,2017-02-28,No infractions found at the time of inspection
17E Trading Post,6999  Highway 17,Desbarats,2017-10-11,No infractions found at the time of inspection
17E Trading Post,6999  Highway 17,Desbarats,2017-10-11,No infractions found at the time of inspection
17E Trading Post,6999  Highway 17,Desbarats,2016-08-11,No infractions found at the time of inspection
17E Trading Post,6999  Highway 17,Desbarats,2016-08-11,No infractions found at the time of inspection
17E Trading Post,6999  Highway 17,Desbarats,2015-10-06,No infractions found at the time of inspection
17E Trading Post,6999  Highway 17,Desbarats,2015-10-06,No infractions found at the time of inspection
2 for One Pizza,129 Second Line,Sault Ste. Marie,2017-06-01,No infractions found at the time of inspection
2 for One Pizza,129 Second Line,Sault Ste. Marie,2017-06-01,No infractions found at the time of inspection
2 for One Pizza,129 Second Line,Sault Ste. Marie,2016-12-21,No infractions found at the time of inspection
2 for One Pizza,129 Second Line,Sault Ste. Marie,2016-12-21,No infractions found at the time of inspection
2 for One Pizza,129 Second Line,Sault Ste. Marie,2016-06-01,No infractions found at the time of inspection
2 for One Pizza,129 Second Line,Sault Ste. Marie,2016-06-01,No infractions found at the time of inspection
A Touch of Home,10 Woodward Avenue,Blind River,2017-11-16,No infractions found at the time of inspection
A Touch of Home,10 Woodward Avenue,Blind River,2017-11-16,No infractions found at the time of inspection
A Touch of Home,10 Woodward Avenue,Blind River,2017-03-01,No infractions found at the time of inspection
A Touch of Home,10 Woodward Avenue,Blind River,2017-03-01,Hot holding: minimum of 60°C (140°F) after cooking / rapid re-heating
A Touch of Home,10 Woodward Avenue,Blind River,2016-10-24,No infractions found at the time of inspection
A Touch of Home,10 Woodward Avenue,Blind River,2016-10-24,No infractions found at the time of inspection
A&W,659 Great Northern Road,Sault Ste. Marie,2017-02-15,No infractions found at the time of inspection
A&W,659 Great Northern Road,Sault Ste. Marie,2017-02-15,No infractions found at the time of inspection
A&W,659 Great Northern Road,Sault Ste. Marie,2016-10-25,No infractions found at the time of inspection
A&W,659 Great Northern Road,Sault Ste. Marie,2016-10-25,No infractions found at the time of inspection
A&W,659 Great Northern Road,Sault Ste. Marie,2016-04-21,No infractions found at the time of inspection
A&W,659 Great Northern Road,Sault Ste. Marie,2016-04-21,No infractions found at the time of inspection
A&W,121  Great Northern Road,Sault Ste. Marie,2017-07-28,No infractions found at the time of inspection
A&W,121  Great Northern Road,Sault Ste. Marie,2017-07-28,No infractions found at the time of inspection
A&W,121  Great Northern Road,Sault Ste. Marie,2016-09-26,No infractions found at the time of inspection
A&W,121  Great Northern Road,Sault Ste. Marie,2016-09-26,No infractions found at the time of inspection
A&W,121  Great Northern Road,Sault Ste. Marie,2016-06-02,No infractions found at the time of inspection
A&W,121  Great Northern Road,Sault Ste. Marie,2016-06-02,No infractions found at the time of inspection
A&W,PO BOX 149 Highway 17,White River,2017-08-29,Sanitary maintenance of and provision of required supplies in staff / public washroom facilities
A&W,PO BOX 149 Highway 17,White River,2017-08-29,No infractions found at the time of inspection
A&W,PO BOX 149 Highway 17,White River,2017-06-21,No infractions found at the time of inspection
A&W,PO BOX 149 Highway 17,White River,2017-06-21,No infractions found at the time of inspection
A&W,PO BOX 149 Highway 17,White River,2017-01-04,No infractions found at the time of inspection
A&W,PO BOX 149 Highway 17,White River,2017-01-04,No infractions found at the time of inspection
Absolutely Delicious,310 Dacey Street,Sault Ste. Marie,2017-04-24,No infractions found at the time of inspection
Absolutely Delicious,310 Dacey Street,Sault Ste. Marie,2017-04-24,Food protected from potential contamination and adulteration
Absolutely Delicious,310 Dacey Street,Sault Ste. Marie,2016-10-24,No infractions found at the time of inspection
Absolutely Delicious,310 Dacey Street,Sault Ste. Marie,2016-10-24,No infractions found at the time of inspection
Absolutely Delicious,310 Dacey Street,Sault Ste. Marie,2016-04-26,No infractions found at the time of inspection
Absolutely Delicious,310 Dacey Street,Sault Ste. Marie,2016-04-26,No infractions found at the time of inspection
Adrianna's Den,32085 Hwy 17,Chalk River,2014-03-01,No infractions found at the time of inspection
Adrianna's Den,32085 Hwy 17,Chalk River,2014-03-01,Hot holding: minimum of 60°C (140°F) after cooking / rapid re-heating
Agawa Crafts,12502 Highway 17,Batchawana,2016-08-11,No infractions found at the time of inspection
Agawa Crafts,12502 Highway 17,Batchawana,2016-08-11,No infractions found at the time of inspection
